,Air Fry,Convection,Griddle,Self Clean,Smart enabled,Steam Clean,WiFi
21849,0,1,0,1,0,0,0
21850,0,0,1,0,1,0,0
21851,1,1,1,1,1,1,1
21852,0,1,1,0,0,0,1
21853,1,0,1,0,1,1,0
21854,0,1,0,0,0,1,0
21855,0,1,0,0,1,0,0
21856,1,1,0,0,1,1,1
21857,1,0,0,1,1,1,1
21858,1,0,0,0,0,0,0
21859,0,0,1,0,1,0,0
21860,0,1,1,1,0,0,1
21861,1,0,0,0,1,0,1
21862,1,0,1,1,1,1,1
21863,0,1,1,1,1,1,0
21864,0,0,0,1,1,1,1
21865,0,0,1,0,0,0,1
21866,0,0,1,1,1,1,0
21867,0,0,0,1,0,0,1
21868,0,1,0,0,0,0,1
21869,1,0,1,0,0,0,0
21870,1,0,0,0,1,1,1
21871,0,0,0,0,1,1,1
21872,0,1,0,1,0,1,1
21873,1,1,1,0,1,1,1
21874,0,0,0,1,0,1,1
21875,1,1,0,1,0,0,1
21876,1,1,0,0,0,0,1
21877,0,1,0,1,0,0,0
21878,0,1,0,0,0,0,1
21879,1,1,0,0,1,0,1
21880,0,1,0,1,0,1,1
21881,0,0,1,1,0,0,0
21882,0,1,1,1,0,0,1
21883,0,0,0,0,1,0,1
21884,1,0,1,1,1,1,0
21885,1,1,1,0,0,1,0
21886,0,0,1,0,1,1,1
21887,1,0,1,1,0,1,1
21888,0,1,1,1,1,0,1
21889,1,0,1,0,0,1,1
21890,1,1,0,0,1,0,1
21891,0,0,0,1,0,1,0
21892,0,1,0,1,0,1,1
21893,0,0,1,0,0,1,1
21894,1,1,0,0,0,1,1
21895,0,0,1,0,1,1,1
21896,0,1,1,0,0,0,0
21897,1,1,0,1,1,0,0
21898,0,1,1,1,1,1,1
21899,0,0,1,1,0,1,1
21900,0,1,0,0,0,0,1
21901,1,0,0,0,0,0,0
21902,0,1,0,1,1,0,1
21903,1,1,1,1,1,0,1
21904,1,1,0,1,1,1,1
21905,1,1,0,0,1,1,1
21906,1,0,0,0,0,1,0
21907,1,1,0,1,0,0,1
21908,0,0,1,0,1,1,0
21909,0,1,1,1,0,1,0
21910,0,1,1,1,0,1,1
21911,0,0,0,0,0,0,1
21912,0,1,0,0,0,1,0
21913,0,1,1,1,1,1,0
21914,0,0,1,0,0,1,0
21915,0,1,0,0,0,0,0
21916,0,0,0,0,1,0,0
21917,0,0,1,1,1,0,1
21918,1,1,1,0,1,0,1
21919,1,0,1,1,1,0,1
21920,0,1,0,1,0,0,0
21921,0,0,1,1,0,1,0
21922,0,0,0,1,0,0,0
21923,0,1,1,1,1,0,1
21924,1,0,1,0,0,0,1
21925,1,0,0,0,1,0,0
21926,1,1,1,1,1,1,1
21927,1,1,0,0,0,1,1
21928,1,1,0,0,1,0,0
21929,1,1,1,1,0,0,0
21930,0,1,0,0,0,0,1
21931,0,1,1,0,0,0,0
21932,0,1,1,0,1,1,1
21933,1,1,1,1,0,1,0
21934,1,0,0,0,1,0,1
21935,1,0,1,0,1,1,0
21936,1,1,1,1,1,1,1
21937,1,1,0,0,0,0,0
21938,1,1,1,1,1,1,1
21939,0,0,0,1,1,1,0
21940,0,0,1,1,1,0,1
21941,1,0,1,0,1,1,0
21942,1,0,1,1,0,0,0
21943,1,1,0,1,1,1,1
21944,0,0,1,1,0,0,1
21945,0,1,1,0,0,0,0
21946,0,1,0,0,1,0,1
21947,0,0,0,1,1,1,1
21948,0,0,1,0,1,0,0
21949,1,0,1,0,1,1,1
21950,0,0,1,1,1,1,0
21951,1,1,1,1,1,1,0
21952,0,1,1,0,1,1,1
21953,1,1,1,1,1,0,1
21954,0,1,0,1,1,1,0
21955,0,0,0,1,1,0,1
21956,0,0,0,1,0,1,0
21957,1,0,1,0,1,0,1
21958,0,1,1,0,0,0,0
21959,1,0,0,1,0,1,1
21960,1,1,0,0,0,1,0
21961,0,0,0,1,1,0,1
21962,1,1,1,1,0,0,0
21963,1,0,0,0,1,1,1
21964,1,1,1,0,1,1,1
21965,1,1,1,0,0,0,1
21966,0,1,1,0,1,0,0
21967,0,0,0,1,0,0,1
21968,1,0,0,1,0,0,0
21969,0,0,0,0,0,0,1
21970,1,0,1,0,0,1,0
21971,0,0,0,0,0,1,0
21972,1,0,0,1,1,1,1
21973,0,1,0,1,1,0,0
21974,0,0,0,1,1,1,0
21975,1,0,1,1,0,1,1
21976,0,0,1,0,1,0,1
21977,1,1,1,0,1,0,1
21978,1,0,1,0,0,0,0
21979,1,0,1,0,0,0,0
21980,1,1,1,1,1,1,1
21981,1,0,1,1,1,0,1
21982,0,0,0,0,0,1,1
21983,1,1,1,1,1,1,1
21984,0,1,1,0,1,0,0
21985,1,0,0,0,0,1,0
21986,1,1,1,1,1,0,0
21987,0,0,1,0,0,0,0
21988,0,0,0,1,0,1,0
21989,0,0,0,0,1,0,0
21990,1,0,0,0,0,1,1
21991,1,0,0,1,1,0,0
21992,1,0,0,0,0,1,1
21993,1,0,0,1,0,1,0
21994,1,1,0,0,1,0,0
21995,0,0,1,0,1,1,0
21996,0,1,0,0,1,1,1
21997,1,1,0,1,1,1,0
21998,0,0,0,1,0,0,1
21999,1,0,0,0,1,1,1
22000,0,1,0,1,0,0,0
22001,1,1,1,0,0,0,0
22002,0,1,1,0,1,1,0
22003,1,0,1,1,1,0,0
22004,0,0,0,0,1,1,0
22005,1,1,1,1,1,0,1
22006,0,1,0,0,0,0,1
22007,1,0,0,1,1,0,1
22008,0,1,1,1,1,1,1
22009,0,1,1,1,1,1,0
22010,1,0,1,1,0,0,1
22011,0,0,0,0,1,1,0
22012,1,1,0,0,0,0,0
22013,0,0,1,0,0,1,0
22014,1,0,0,0,0,1,0
22015,0,0,0,0,0,1,0
22016,0,0,1,0,1,1,1
22017,0,0,1,0,0,1,1
22018,1,1,0,0,1,1,1
22019,1,1,0,1,1,1,1
22020,1,0,1,0,0,0,0
22021,0,0,0,1,0,1,1
22022,1,0,1,1,1,1,0
22023,1,1,1,1,1,1,1
22024,1,1,1,0,1,1,0
22025,0,0,1,0,0,0,0
22026,1,1,0,1,0,0,0
22027,0,1,0,1,0,0,0
22028,0,1,0,1,1,1,1
22029,0,1,1,1,1,1,0
22030,0,1,1,0,1,0,1
22031,0,0,1,0,1,0,0
22032,0,0,1,1,1,0,1
22033,0,0,0,0,1,0,1
22034,1,0,1,1,0,0,1
22035,0,1,1,1,1,0,1
22036,0,1,0,0,1,1,1
22037,1,1,1,0,0,1,1
22038,0,0,1,0,1,0,0
22039,0,1,0,0,0,0,0
22040,1,1,1,1,1,1,1
22041,1,1,1,1,1,1,1
22042,0,0,0,0,1,0,1
22043,0,1,1,1,1,1,0
22044,1,1,0,0,0,1,0
22045,0,1,0,1,1,0,0
22046,1,1,0,1,1,0,1
22047,0,1,1,0,1,1,0
22048,0,0,1,1,1,1,1
22049,1,0,0,0,0,0,1
22050,0,0,1,1,0,1,0
22051,1,1,0,1,1,0,0
22052,1,1,1,1,1,1,1
22053,0,0,0,0,1,1,0
22054,0,1,1,1,0,0,1
22055,1,1,0,1,0,1,0
22056,0,0,0,0,1,0,1
22057,0,1,1,1,1,0,1
22058,0,1,0,1,0,0,1
22059,0,1,1,0,0,1,1
22060,1,1,1,1,1,1,1
22061,0,1,1,1,0,0,1
22062,1,0,1,1,1,1,0
22063,0,1,0,1,1,0,0
22064,0,0,1,1,0,1,1
22065,1,1,1,1,1,0,1
22066,1,0,0,0,0,0,1
22067,1,0,1,0,1,0,1
22068,0,0,1,0,1,0,0
22069,0,0,1,1,1,0,1
22070,1,0,0,0,1,1,0
22071,1,1,0,1,1,1,1
22072,0,0,1,1,1,0,1
22073,0,0,0,0,0,0,1
22074,0,0,1,1,0,1,0
22075,1,1,1,1,1,0,1
22076,1,0,1,0,0,1,0
22077,1,0,0,1,1,0,0
22078,1,0,0,0,1,0,1
22079,1,0,0,0,1,0,0
22080,1,1,0,0,0,1,1
22081,0,1,1,0,1,0,0
22082,1,0,0,1,0,1,1
22083,1,1,0,1,1,0,1
22084,0,1,1,1,1,1,1
22085,0,0,1,1,0,1,1
22086,1,1,0,1,1,1,1
22087,0,0,0,1,0,0,0
22088,1,1,1,1,1,1,1
22089,1,1,1,1,1,1,1
22090,1,0,1,1,0,1,0
22091,0,1,1,0,0,1,0
22092,1,1,0,0,1,1,0
22093,0,0,1,0,0,1,0
22094,1,0,1,0,1,0,0
22095,1,1,0,0,0,0,1
22096,1,0,0,0,0,1,0
22097,0,0,0,1,0,1,1
22098,0,0,0,1,1,1,1
22099,1,1,1,1,0,0,0
22100,1,1,1,1,1,1,1
22101,0,1,1,0,1,0,0
22102,1,0,0,0,0,1,1
22103,0,1,1,1,1,1,1
22104,0,0,0,1,1,1,0
22105,1,0,1,0,0,0,0
22106,1,0,1,1,0,1,0
22107,0,0,0,1,1,1,0
22108,0,0,0,1,0,0,0
22109,0,1,1,1,1,0,1
22110,0,0,1,0,1,0,0
22111,1,0,1,0,1,0,0
22112,1,0,0,1,0,0,1
22113,0,0,0,1,0,1,0
22114,1,0,0,1,0,0,1
22115,0,0,1,0,0,1,0
22116,1,1,0,0,1,0,1
22117,0,0,1,1,1,0,1
22118,1,1,0,0,1,0,0
22119,0,1,0,0,0,1,0
22120,1,0,0,1,0,1,0
22121,1,0,1,1,1,1,0
22122,1,1,0,1,0,1,0
22123,0,0,0,0,0,0,1
22124,1,1,0,1,0,0,1
22125,0,0,0,0,1,0,0
22126,1,1,0,1,0,1,0
22127,0,0,0,1,0,1,1
22128,0,0,0,1,1,1,0
22129,1,1,1,0,1,1,1
22130,0,0,0,0,0,1,1
22131,1,1,0,1,1,0,1
22132,0,1,0,1,0,0,0
22133,1,1,1,1,1,1,1
22134,1,1,1,1,1,1,1
22135,0,1,0,1,0,1,1
22136,0,0,0,0,0,0,1
22137,0,0,0,0,1,1,1
22138,0,0,0,1,0,0,0
22139,1,1,0,0,0,0,0
22140,0,1,0,0,1,1,0
22141,0,0,1,0,0,0,1
22142,0,1,1,1,1,1,1
22143,0,0,1,1,1,1,0
22144,0,0,1,0,1,0,0
22145,1,0,1,1,0,0,1
22146,1,1,1,0,0,1,1
22147,0,1,0,1,1,1,1
22148,1,1,1,1,1,1,1
22149,1,1,1,1,0,0,1
22150,0,0,0,1,0,1,1
22151,1,1,1,1,0,0,1
22152,1,0,0,1,0,0,1
22153,0,0,0,0,1,0,1
22154,0,1,1,0,0,1,1
22155,0,1,0,0,1,0,0
22156,1,0,0,0,0,0,1
22157,0,1,0,1,1,1,0
22158,1,0,0,0,1,0,0
22159,1,0,1,1,0,1,0
22160,1,0,1,1,1,1,1
22161,1,1,1,0,0,1,0
22162,0,0,1,0,1,0,0
22163,1,1,1,0,1,0,1
22164,0,1,1,0,1,0,1
22165,1,1,1,0,0,0,0
22166,1,1,1,1,0,1,1
22167,0,0,1,0,1,1,0
22168,0,0,0,0,1,1,0
22169,0,1,1,0,0,0,1
22170,1,1,1,0,0,1,0
22171,0,1,1,1,0,0,1
22172,1,0,1,0,1,0,1
22173,0,0,0,1,1,1,0
22174,0,0,1,0,1,0,0
22175,1,0,0,1,1,0,1
22176,0,0,0,1,0,0,1
22177,1,1,0,1,1,1,1
22178,1,1,1,0,0,0,1
22179,1,1,1,1,1,1,0
22180,1,1,0,0,0,0,0
22181,1,0,1,1,1,1,1
22182,1,1,0,0,1,0,0
22183,0,0,1,0,1,0,1
22184,1,1,0,0,1,1,0
22185,1,0,1,0,0,1,1
22186,0,1,0,1,1,0,0
22187,0,0,0,1,1,1,1
22188,1,1,0,1,1,1,1
22189,0,1,1,0,0,1,0
22190,1,0,0,1,0,0,1
22191,1,1,1,1,1,1,1
22192,0,1,1,1,1,1,1
22193,1,1,0,1,0,0,1
22194,1,0,0,0,0,1,1
22195,0,1,0,0,1,0,0
22196,0,0,0,0,1,1,0
22197,0,0,1,1,1,1,0
22198,1,1,1,1,0,1,0
22199,1,0,1,1,0,0,0
22200,0,0,0,0,1,0,1
22201,0,0,1,0,1,1,0
22202,1,1,1,1,1,1,1
22203,0,0,1,1,1,0,0
22204,1,1,1,1,1,1,0
22205,1,1,1,1,1,1,1
22206,0,0,0,0,1,1,0
22207,1,1,1,1,0,0,0
22208,1,0,1,0,1,0,1
22209,1,0,0,1,0,0,0
22210,0,1,1,1,0,0,1
22211,1,0,0,0,0,1,1
22212,1,0,1,1,1,1,1
22213,0,1,0,0,1,1,0
22214,1,0,1,1,1,1,1
22215,1,1,1,0,0,1,0
22216,1,0,0,0,1,0,1
22217,1,1,0,0,0,0,0
22218,1,1,1,1,0,0,0
22219,1,0,1,1,1,1,1
22220,0,1,0,1,0,0,0
22221,0,0,0,0,0,0,1
22222,0,1,1,1,0,1,1
22223,0,1,1,1,0,0,0
22224,0,0,1,0,1,1,0
22225,1,1,1,1,1,0,0
22226,1,0,0,0,1,1,1
22227,1,0,1,1,0,0,0
22228,0,0,0,0,1,0,0
22229,1,1,0,0,0,0,0
22230,0,1,1,1,1,0,1
22231,0,1,0,0,1,0,0
22232,1,0,1,0,0,1,0
22233,0,0,1,0,0,1,1
22234,1,0,0,1,0,1,0
22235,1,1,0,0,1,1,0
22236,0,1,1,1,0,0,1
22237,1,0,1,1,1,0,1
22238,0,1,1,0,1,1,1
22239,1,0,0,1,1,0,0
22240,1,1,1,1,1,0,1
22241,0,0,0,1,0,0,1
22242,0,0,1,1,0,0,0
22243,1,0,1,0,1,0,0
22244,1,1,1,1,0,1,1
22245,1,1,1,1,1,1,1
22246,1,1,1,1,1,1,1
22247,0,1,1,0,0,1,1
22248,0,1,1,0,0,0,0
22249,1,0,1,0,0,1,0
22250,1,0,0,0,0,0,1
22251,1,0,1,0,0,1,1
22252,0,0,0,0,0,1,0
22253,0,0,1,1,1,1,1
22254,0,1,0,1,1,1,0
22255,0,1,1,1,0,1,0
22256,0,0,0,1,1,1,1
22257,0,1,0,0,1,0,1
22258,1,1,1,1,1,1,1
22259,0,0,0,0,0,1,1
22260,1,0,1,1,1,1,0
22261,1,1,0,1,0,1,1
22262,1,1,1,1,1,1,1
22263,1,0,0,0,0,1,0
22264,0,0,0,0,0,1,1
22265,1,1,0,0,0,0,0
22266,1,1,0,0,1,0,1
22267,0,1,1,0,1,1,1
22268,0,1,1,0,1,0,1
22269,0,1,0,0,0,1,0
22270,1,1,0,1,1,1,0
22271,1,1,1,1,1,1,0
22272,1,0,0,1,1,1,0
22273,1,0,1,1,1,0,0
22274,1,1,1,1,1,1,1
22275,0,1,0,1,1,1,0
22276,0,0,0,0,1,1,0
22277,1,0,1,1,1,1,1
22278,0,0,0,1,0,1,0
22279,0,0,1,1,1,1,1
22280,0,0,0,0,1,0,1
22281,1,1,1,1,1,1,1
22282,1,0,0,1,1,0,1
22283,1,1,1,0,1,0,0
22284,0,1,0,0,1,1,0
22285,1,1,0,1,0,1,0
22286,1,0,1,0,1,1,1
22287,1,1,1,1,1,1,1
22288,1,1,0,1,1,0,0
22289,0,1,1,1,0,1,1
22290,0,0,0,0,0,1,1
22291,1,1,0,1,1,0,0
22292,1,1,1,1,1,1,1
22293,0,0,1,0,0,1,0
22294,1,1,0,1,1,0,1
22295,1,1,0,1,1,1,1
22296,1,1,1,1,1,1,1
22297,1,0,0,0,1,0,1
22298,1,1,0,0,1,0,0
22299,1,1,1,1,0,1,1
22300,0,0,1,1,0,1,1
22301,0,0,1,1,0,1,0
22302,1,1,1,1,1,1,1
22303,1,1,1,0,0,0,1
22304,0,0,1,1,1,1,0
22305,1,1,1,1,1,1,1
22306,1,0,0,1,0,1,1
22307,0,1,0,1,1,1,1
22308,1,1,1,1,0,0,0
22309,0,0,0,0,1,1,1
22310,1,1,1,1,0,0,0
22311,0,0,0,0,1,1,0
22312,0,0,1,1,1,0,1
22313,1,1,0,0,0,0,1
22314,1,0,1,1,1,0,0
22315,0,0,1,0,0,1,1
22316,0,1,1,1,0,0,1
22317,1,0,0,0,0,0,1
22318,0,0,1,1,1,0,0
22319,1,1,0,0,1,1,1
22320,1,0,0,0,0,0,1
22321,1,0,0,1,1,0,0
22322,0,1,0,1,0,1,0
22323,1,1,0,0,1,0,0
22324,1,0,1,0,1,1,0
22325,1,1,1,1,1,1,1
22326,0,1,0,0,0,0,0
22327,1,1,1,1,0,0,1
22328,1,0,0,1,0,0,0
22329,1,1,1,1,1,1,1
22330,1,1,0,1,1,1,0
22331,1,1,0,1,0,0,1
22332,1,0,1,1,1,0,1
22333,0,0,0,1,1,0,1
22334,1,1,1,0,0,0,1
22335,0,0,0,1,1,1,0
22336,0,0,1,0,1,0,0
22337,1,1,1,1,1,1,1
22338,1,0,1,1,1,1,1
22339,1,1,1,1,0,0,1
22340,0,0,1,0,0,0,1
22341,0,1,0,0,0,1,0
22342,1,1,1,1,1,1,1
22343,1,0,0,1,1,0,1
22344,1,1,0,0,0,0,0
22345,1,1,0,0,0,1,0
22346,0,1,0,1,0,0,1
22347,1,1,0,1,1,1,0
22348,1,0,1,0,1,1,1
22349,0,1,1,0,0,0,1
22350,1,1,1,0,0,0,1
22351,0,0,0,0,0,1,1
22352,1,0,0,1,1,0,0
22353,1,1,1,1,1,1,1
22354,0,0,0,0,0,1,1
22355,0,0,0,0,1,1,1
22356,0,1,0,0,0,0,1
22357,1,0,0,0,0,1,0
22358,1,1,1,1,1,1,1
22359,1,0,1,1,0,1,1
22360,1,1,1,1,0,0,1
22361,0,1,1,0,0,0,1
22362,1,1,0,1,1,1,1
22363,0,0,1,0,1,0,0
22364,0,1,0,1,0,0,1
22365,0,1,1,0,0,0,0
22366,0,0,1,0,1,0,0
22367,1,1,1,0,1,1,1
22368,0,1,0,0,0,0,1
22369,1,0,1,0,0,0,0
22370,1,0,1,0,1,0,0
22371,0,0,0,1,1,0,0
22372,1,0,1,1,0,0,0
22373,0,1,0,0,1,0,0
22374,1,0,0,1,1,1,0
22375,0,1,1,1,0,1,0
22376,1,1,1,1,0,1,0
22377,1,1,1,1,0,0,0
22378,1,1,1,1,1,1,1
22379,1,0,0,0,1,0,1
22380,0,0,0,0,0,1,0
22381,1,0,1,0,1,0,0
22382,1,1,1,0,0,1,0
22383,0,1,0,0,0,0,1
22384,1,1,1,0,1,0,1
22385,1,1,1,0,1,1,1
22386,0,1,0,1,1,0,1
22387,1,1,1,1,1,1,0
22388,1,1,1,0,0,0,1
22389,1,1,1,0,0,1,1
22390,1,1,1,0,0,1,0
22391,1,1,1,1,1,1,1
22392,0,1,0,0,1,1,0
22393,1,1,0,0,0,0,1
22394,1,1,0,1,0,0,1
22395,1,0,1,1,0,0,0
22396,1,1,1,1,1,1,1
22397,0,0,0,0,1,0,1
22398,0,1,0,0,0,0,1
22399,1,0,1,0,1,0,1
22400,0,0,1,0,1,0,0
22401,0,0,0,1,1,0,1
22402,0,1,0,1,1,1,1
22403,1,1,0,0,1,1,0
22404,1,0,0,0,0,1,0
22405,1,1,1,0,1,1,1
22406,0,0,0,0,0,1,1
22407,1,1,0,0,1,0,0
22408,0,1,1,0,0,0,0
22409,0,1,0,0,0,0,0
22410,0,1,0,0,1,1,1
22411,1,0,1,0,0,1,1
22412,1,0,0,0,1,0,1
22413,0,0,0,0,1,0,1
22414,0,0,1,1,0,1,1
22415,1,1,1,1,1,1,1
22416,1,0,0,0,1,0,0
22417,0,1,1,0,1,0,1
22418,1,0,0,0,0,0,1
22419,1,1,1,1,0,0,1
22420,0,1,0,0,0,1,0
22421,1,0,1,1,1,0,1
22422,1,0,1,0,1,1,0
22423,1,1,0,0,1,0,1
22424,1,1,0,0,0,0,0
22425,1,0,1,0,0,1,1
22426,0,1,1,0,0,1,0
22427,1,1,1,1,1,1,1
22428,0,1,0,1,0,1,1
22429,1,1,1,1,1,0,1
22430,0,0,1,0,1,1,1
22431,1,0,1,0,0,0,1
22432,1,1,0,1,0,1,1
22433,0,1,1,0,1,1,1
22434,1,1,0,1,0,1,1
22435,0,0,1,0,0,0,0
22436,0,0,1,0,1,1,0
22437,1,1,1,1,1,0,1
22438,0,0,1,0,0,0,1
22439,1,1,1,1,1,1,0
22440,1,1,1,0,1,1,1
22441,1,1,0,1,1,0,1
22442,0,1,1,1,1,1,1
22443,0,0,0,1,1,1,1
22444,1,0,1,1,1,0,0
22445,0,1,0,1,0,1,0
22446,0,0,1,1,1,1,1
22447,0,1,1,0,0,1,0
22448,0,1,0,0,0,1,0
22449,1,1,0,1,1,1,1
22450,1,1,1,1,1,1,1
22451,1,0,1,0,0,1,0
22452,1,0,0,0,1,1,1
22453,0,0,1,0,0,0,0
22454,1,0,0,0,0,1,1
22455,1,1,1,1,1,0,1
22456,0,1,1,0,1,1,1
22457,1,0,0,1,0,0,0
22458,1,0,1,0,1,1,1
22459,0,1,0,1,1,0,0
22460,0,0,1,1,0,0,0
22461,0,1,1,1,1,1,1
22462,0,0,1,0,0,0,1
22463,1,0,1,1,1,0,0
22464,1,1,0,1,1,0,1
22465,0,1,0,0,1,0,1
22466,1,1,1,1,1,1,1
22467,0,0,0,0,0,1,1
22468,1,1,1,0,0,1,1
22469,0,1,1,0,0,1,0
22470,1,0,0,1,0,1,0
22471,0,1,1,0,0,1,0
22472,0,0,1,0,0,1,0
22473,1,1,1,1,1,1,1
22474,1,1,1,1,1,1,1
22475,0,0,0,0,0,0,1
22476,1,1,1,0,1,1,1
22477,1,1,0,1,1,1,0
22478,0,0,0,1,1,0,0
22479,0,1,0,0,0,1,1
22480,0,0,1,1,0,0,0
22481,0,0,1,0,0,1,0
22482,1,0,0,0,0,1,1
22483,1,1,1,1,1,1,1
22484,0,1,0,1,1,1,0
22485,0,1,1,1,0,1,0
22486,1,1,1,1,0,1,0
22487,0,1,1,1,0,0,0
22488,0,1,0,0,0,0,0
22489,0,1,1,1,1,1,1
22490,1,1,1,1,1,1,1
22491,1,1,1,0,1,0,0
22492,1,1,1,1,1,1,1
22493,0,0,0,0,0,0,1
22494,0,1,1,0,0,0,0
22495,1,1,0,0,0,1,1
22496,1,0,1,0,0,0,1
22497,1,0,0,0,0,0,1
22498,1,1,1,1,1,1,1
22499,0,0,0,0,1,0,1
22500,0,1,1,1,0,1,0
22501,0,1,1,1,0,1,0
22502,0,0,1,0,1,0,0
22503,1,1,0,0,0,1,1
22504,1,1,0,1,1,1,0
22505,1,1,1,1,1,1,0
22506,0,0,0,0,1,0,0
22507,0,0,0,1,0,0,0
22508,0,0,0,1,1,0,0
22509,1,1,0,1,1,0,1
22510,1,0,1,0,0,0,0
22511,1,1,1,1,0,0,1
22512,1,1,0,0,0,0,0
22513,1,1,1,0,1,0,0
22514,0,1,0,0,0,0,0
22515,1,1,0,0,1,0,0
22516,1,1,0,1,0,0,1
22517,0,0,0,1,0,1,0
22518,0,1,1,1,1,0,1
22519,0,0,1,0,0,1,0
22520,1,0,1,0,0,0,1
22521,0,1,0,1,1,0,1
22522,1,0,1,0,1,0,0
22523,0,1,1,1,0,1,1
22524,0,1,1,0,0,1,0
22525,1,0,1,0,0,0,0
22526,1,0,1,0,0,0,0
22527,0,0,0,1,0,0,0
22528,1,1,1,1,1,1,1
22529,1,0,0,0,1,1,1
22530,0,1,0,0,1,1,0
22531,0,0,1,1,1,1,0
22532,1,1,1,0,0,1,0
22533,1,0,1,1,0,0,0
22534,1,0,0,1,0,0,1
22535,0,1,0,0,0,0,1
22536,1,1,0,1,1,1,1
22537,1,1,0,1,1,1,1
22538,1,1,1,1,1,1,1
22539,1,1,1,0,0,0,0
22540,1,0,1,1,0,1,0
22541,1,1,1,1,1,0,0
22542,0,0,0,1,1,0,1
22543,1,1,1,1,1,1,0
22544,0,1,0,0,0,1,0
22545,1,1,0,0,1,0,1
22546,1,0,1,1,1,0,1
22547,1,1,1,1,0,1,1
22548,0,0,1,0,1,1,1
22549,1,0,1,0,0,0,0
22550,0,1,1,0,0,1,1
22551,0,0,0,1,0,1,0
22552,1,0,0,0,1,1,0
22553,0,0,1,0,1,1,0
22554,1,0,1,1,0,0,0
22555,1,1,0,1,1,0,0
22556,0,1,0,0,1,0,0
22557,1,0,0,0,1,0,0
22558,0,0,0,0,1,0,1
22559,1,1,0,1,1,0,1
22560,0,0,0,0,0,1,1
22561,0,1,0,1,0,1,0
22562,0,1,0,0,1,1,1
22563,0,0,0,0,1,0,1
22564,1,1,1,1,0,0,1
22565,0,1,1,1,0,0,1
22566,0,0,1,1,1,1,0
22567,0,1,1,0,1,0,0
22568,1,0,0,0,0,0,1
22569,1,0,1,1,1,0,1
22570,0,0,0,1,0,1,0
22571,1,1,1,1,1,1,1
22572,1,1,1,1,1,1,1
22573,1,0,1,0,0,1,0
22574,1,0,1,1,1,1,0
22575,1,1,1,0,0,0,0
22576,1,1,1,1,1,1,1
22577,1,1,1,1,0,0,0
22578,1,0,1,1,1,0,0
22579,0,0,1,0,0,0,0
22580,1,1,1,1,0,1,0
22581,1,1,0,0,0,0,0
22582,1,1,0,0,0,0,0
22583,0,1,0,0,0,1,0
22584,0,1,0,0,1,1,0
22585,1,1,1,0,0,1,0
22586,1,1,0,0,0,0,0
22587,0,0,0,0,0,1,0
22588,1,1,1,1,1,0,1
22589,1,1,0,0,0,1,1
22590,1,1,0,0,0,1,1
22591,0,0,0,0,1,0,1
22592,0,0,0,1,1,1,1
22593,0,0,1,0,1,1,0
22594,0,1,0,1,0,1,0
22595,1,1,1,0,1,1,0
22596,1,0,1,0,1,1,1
22597,1,0,0,0,1,0,0
22598,0,0,0,1,0,1,0
22599,1,1,1,0,1,0,1
22600,1,0,0,0,0,1,0
22601,0,0,1,1,1,0,0
22602,1,0,1,0,1,0,1
22603,1,1,1,0,1,1,0
22604,1,0,0,1,0,1,0
22605,1,0,0,1,1,1,0
22606,1,0,0,0,1,0,1
22607,0,0,0,1,0,1,1
22608,1,1,0,1,1,0,0
22609,0,1,1,1,1,1,1
22610,1,0,1,0,1,1,1
22611,1,1,1,1,1,0,1
22612,0,0,0,1,0,0,1
22613,0,1,1,1,1,0,1
22614,1,0,0,1,0,1,0
22615,1,1,0,1,1,1,0
22616,1,0,0,1,1,0,0
22617,0,0,1,1,1,1,0
22618,1,1,0,0,0,1,0
22619,0,0,1,0,1,0,0
22620,0,0,0,0,1,0,1
22621,1,1,1,1,1,0,0
22622,0,1,1,1,1,0,1
22623,0,0,0,1,1,1,0
22624,1,0,1,1,1,1,1
22625,0,1,0,1,0,0,1
22626,0,0,1,1,1,0,1
22627,0,1,0,1,0,1,1
22628,0,0,1,1,0,1,0
22629,1,0,0,0,1,1,1
22630,1,1,1,1,0,1,0
22631,1,0,0,1,0,1,0
22632,1,1,1,1,0,1,1
22633,0,0,0,0,1,0,1
22634,0,1,0,1,0,1,0
22635,1,1,1,1,1,1,1
22636,1,0,0,0,1,1,0
22637,0,0,0,1,1,0,0
22638,0,0,1,1,1,1,1
22639,1,1,1,1,1,0,1
22640,1,0,1,0,1,1,1
22641,1,1,1,0,0,0,0
22642,1,1,0,0,0,0,0
22643,0,0,0,1,1,0,0
22644,1,0,1,0,0,1,1
22645,1,1,1,0,0,1,1
22646,1,0,1,0,0,0,0
22647,1,1,0,0,0,0,0
22648,1,1,0,0,0,1,1
22649,1,1,1,1,1,1,1
22650,1,1,1,1,1,0,1
22651,1,1,1,1,1,1,1
22652,0,0,0,0,0,1,0
22653,1,1,1,1,1,1,1
22654,1,1,0,1,1,0,0
22655,1,1,1,1,1,1,1
22656,0,0,1,1,1,1,0
22657,0,0,0,1,0,0,1
22658,1,1,1,1,1,1,1
22659,1,0,1,0,1,1,0
22660,0,1,1,0,1,1,1
22661,1,1,1,1,1,1,1
22662,0,1,0,1,0,0,0
22663,0,1,0,0,1,1,0
22664,1,1,1,1,1,1,1
22665,0,0,0,1,1,1,1
22666,0,1,0,1,1,0,1
22667,1,1,1,1,0,0,0
22668,1,1,1,1,1,1,1
22669,1,0,1,0,1,1,0
